Results.index,results_id,Counter,Item.number,Polarity,ScaleType,Sample,Adverb,Subject,value,responseTime,Planet,Degree,Rank,ComputedRank,p0,p1,a,b,Class,Adj,ScaleType2,minDeg,maxDeg
122,418795,37,89,Neg,Min2,7,Adj,Subject37,42,5449,Uzade,0,5,4.5,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,95,Neg,Min2,13,Adj,Subject37,54,943,Dreron,0.3267,19,19,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,82,Neg,Min2,0,Adj,Subject37,35,2736,Zorkrax,0.0963,11,11,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,94,Neg,Min2,12,Adj,Subject37,63,1040,Cigiri,0,3,4.5,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,100,Neg,Min2,18,Adj,Subject37,40,2929,Nu Anatis 1,0.1422,13,13,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,92,Neg,Min2,10,Adj,Subject37,60,1399,Zomia P,0,7,4.5,0.4,0,2.01,7.9,C,5,Min,0,0.3941
122,418795,37,31,Neg,Max1,9,extremelyAdj,Subject37,42,7846,Mounov,0.941,13,13,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,30,Neg,Max1,8,extremelyAdj,Subject37,54,1653,Bogophus,1,19,19,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,24,Neg,Max1,2,extremelyAdj,Subject37,29,3283,Karath,0.817,7,7,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,22,Neg,Max1,0,extremelyAdj,Subject37,60,1916,Zorkrax,0.9696,15,15,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,23,Neg,Max1,1,extremelyAdj,Subject37,46,1470,Zolirs,0.9928,17,17,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,36,Neg,Max1,14,extremelyAdj,Subject37,38,2234,Alpha Nivis 1,0.8664,9,9,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,25,Neg,Max1,3,extremelyAdj,Subject37,46,2055,Ghatek,0.907,11,11,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,28,Neg,Max1,6,extremelyAdj,Subject37,34,1744,Chypso 652,0.5075,1,1,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,38,Neg,Max1,16,extremelyAdj,Subject37,54,1278,Alpha Octopodis 1,0.666,3,3,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,26,Neg,Max1,4,extremelyAdj,Subject37,58,1115,Ulnion,0.754,5,5,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,138,Aff,Relative2,16,Adj,Subject37,49,1009,Delta Arboris 2,0.7026,6,6,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,134,Aff,Relative2,12,Adj,Subject37,39,1214,Tholla D0,0.6193,2,2,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,133,Aff,Relative2,11,Adj,Subject37,48,2330,Ocreilea,0.8258,16,16,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,125,Aff,Relative2,3,Adj,Subject37,54,4105,Istieds,0.755,10,10,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,140,Aff,Relative2,18,Adj,Subject37,33,1212,Delta Anatis 2,0.8952,20,20,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,130,Aff,Relative2,8,Adj,Subject37,29,2188,Vondara,0.854,18,18,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,136,Aff,Relative2,14,Adj,Subject37,31,2975,Cara 80,0.6686,4,4,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,132,Aff,Relative2,10,Adj,Subject37,47,1237,Dimavis,0.8014,14,14,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,129,Aff,Relative2,7,Adj,Subject37,57,2166,Core I9U,0.7783,12,12,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,139,Aff,Relative2,17,Adj,Subject37,44,3001,Beta Octopodis 4,0.7304,8,8,0,0,14.5,4.78,B,4,Relative,0.5773,0.8952
122,418795,37,50,Neg,MinMax1,8,aBitAdjAtAll,Subject37,58,897,Enrephus,0,3,2,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,57,Neg,MinMax1,15,aBitAdjAtAll,Subject37,35,802,Beta Arboris 4,0.1722,5,5,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,56,Neg,MinMax1,14,aBitAdjAtAll,Subject37,39,2731,Alpha Nivis 2,1,15,17.5,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,45,Neg,MinMax1,3,aBitAdjAtAll,Subject37,32,2564,Virtokh,0.5616,9,9,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,42,Neg,MinMax1,0,aBitAdjAtAll,Subject37,63,2901,Zegnir,0,1,2,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,51,Neg,MinMax1,9,aBitAdjAtAll,Subject37,40,609,Ipra,1,17,17.5,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,61,Neg,MinMax1,19,aBitAdjAtAll,Subject37,39,1127,Beta Ovis 5,1,19,17.5,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,52,Neg,MinMax1,10,aBitAdjAtAll,Subject37,63,1315,Viuq 5v,0.9018,13,13,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,48,Neg,MinMax1,6,aBitAdjAtAll,Subject37,36,749,Ungeron,0.7422,11,11,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,46,Neg,MinMax1,4,aBitAdjAtAll,Subject37,49,664,Hobbuna,0.3692,7,7,0.15,0.3,0.93,0.8,D,3,MinMax,0,1
122,418795,37,64,Neg,Min1,2,absolutelyAdj,Subject37,37,818,Fankroth,0,1,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,70,Neg,Min1,8,absolutelyAdj,Subject37,63,711,Vondara,0,5,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,62,Neg,Min1,0,absolutelyAdj,Subject37,39,634,Eello,0.4049,19,19,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,68,Neg,Min1,6,absolutelyAdj,Subject37,48,817,Cronoe SDRW,0,7,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,72,Neg,Min1,10,absolutelyAdj,Subject37,68,1230,Dimavis,0,9,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,74,Neg,Min1,12,absolutelyAdj,Subject37,42,662,Tholla D0,0.2601,17,17,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,75,Neg,Min1,13,absolutelyAdj,Subject37,37,650,Tholla D1,0.1627,15,15,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,79,Neg,Min1,17,absolutelyAdj,Subject37,34,1899,Beta Octopodis 4,0,3,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,78,Neg,Min1,16,absolutelyAdj,Subject37,28,1352,Delta Arboris 2,0.0319,11,11,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,71,Neg,Min1,9,absolutelyAdj,Subject37,35,1963,Anvone,0.0891,13,13,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,32,Aff,Max1,10,extremelyAdj,Subject37,55,3081,Zomia P,0.982,16,16,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,40,Aff,Max1,18,extremelyAdj,Subject37,28,2888,Nu Anatis 1,0.6028,2,2,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,29,Aff,Max1,7,extremelyAdj,Subject37,40,835,Uzade,1,18,19,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,35,Aff,Max1,13,extremelyAdj,Subject37,62,1839,Dreron,1,20,19,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,34,Aff,Max1,12,extremelyAdj,Subject37,41,1489,Cigiri,0.7877,6,6,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,41,Aff,Max1,19,extremelyAdj,Subject37,30,2611,Beta Ovis 4,0.7144,4,4,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,27,Aff,Max1,5,extremelyAdj,Subject37,25,1455,Serth 0I96,0.8876,10,10,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,39,Aff,Max1,17,extremelyAdj,Subject37,33,764,Gamma Octopodis 3,0.8431,8,8,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,33,Aff,Max1,11,extremelyAdj,Subject37,35,1356,Salrorix,0.9559,14,14,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,37,Aff,Max1,15,extremelyAdj,Subject37,40,2422,Beta Arboris 3,0.9247,12,12,0,0.15,3.91,0.86,C,2,Max,0.5075,1
122,418795,37,18,Aff,Relative1,16,quiteAdj,Subject37,24,7260,Delta Arboris 1,0.2064,14,14,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,9,Aff,Relative1,7,quiteAdj,Subject37,21,1897,Xuagantu,0.1783,10,10,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,21,Aff,Relative1,19,quiteAdj,Subject37,27,18805,Alpha Ovis 1,0.1166,2,2,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,12,Aff,Relative1,10,quiteAdj,Subject37,45,2022,Sibiphus,0.1363,4,4,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,16,Aff,Relative1,14,quiteAdj,Subject37,35,7911,Moitune,0.1917,12,12,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,3,Aff,Relative1,1,quiteAdj,Subject37,32,1848,Chelkot,0.2234,16,16,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,17,Aff,Relative1,15,quiteAdj,Subject37,40,937,Alpha Nivis 3,0.2459,18,18,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,20,Aff,Relative1,18,quiteAdj,Subject37,56,1582,Beta Anatis 1,0.1515,6,6,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,4,Aff,Relative1,2,quiteAdj,Subject37,32,1322,Uzil,0.1651,8,8,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,13,Aff,Relative1,11,quiteAdj,Subject37,63,1910,Edreorus,0.2858,20,20,0,0,8.96,39.23,A,0,Relative,0.1017,0.2858
122,418795,37,146,Aff,MinMax2,4,veryAdj,Subject37,38,1491,Gevaestea,0.159,8,8,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,153,Aff,MinMax2,11,veryAdj,Subject37,75,2926,Edreorus,1,18,19,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,155,Aff,MinMax2,13,veryAdj,Subject37,73,2650,Iabos,0.619,16,16,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,151,Aff,MinMax2,9,veryAdj,Subject37,51,1717,Ophyria,1,20,19,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,149,Aff,MinMax2,7,veryAdj,Subject37,24,1772,Xuagantu,0,4,3,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,145,Aff,MinMax2,3,veryAdj,Subject37,38,742,Scinkel,0.2548,10,10,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,148,Aff,MinMax2,6,veryAdj,Subject37,28,1518,Chogeshan,0.4703,14,14,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,161,Aff,MinMax2,19,veryAdj,Subject37,21,1482,Alpha Ovis 1,0.3555,12,12,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,143,Aff,MinMax2,1,veryAdj,Subject37,24,1583,Chelkot,0,2,3,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,160,Aff,MinMax2,18,veryAdj,Subject37,30,1803,Beta Anatis 1,0.0565,6,6,0.25,0.15,1.34,2.39,A,7,MinMax,0,1
122,418795,37,66,Aff,Min1,4,absolutelyAdj,Subject37,15,2099,Azinides,0,4,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,77,Aff,Min1,15,absolutelyAdj,Subject37,25,1110,Beta Nivis 1,0.0093,10,10,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,67,Aff,Min1,5,absolutelyAdj,Subject37,20,2073,Dagua 98,0.1235,14,14,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,63,Aff,Min1,1,absolutelyAdj,Subject37,44,1425,Stugvath,0.2076,16,16,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,69,Aff,Min1,7,absolutelyAdj,Subject37,32,1298,Core I9U,0.0586,12,12,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,80,Aff,Min1,18,absolutelyAdj,Subject37,21,1907,Delta Anatis 2,0,6,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,76,Aff,Min1,14,absolutelyAdj,Subject37,14,1401,Cara 80,0,8,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,65,Aff,Min1,3,absolutelyAdj,Subject37,26,2242,Istieds,0.3236,18,18,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,81,Aff,Min1,19,absolutelyAdj,Subject37,56,1912,Alpha Ovis 2,0.5234,20,20,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,73,Aff,Min1,11,absolutelyAdj,Subject37,38,1606,Ocreilea,0,2,5,0.45,0,0.86,3.02,B,1,Min,0,0.5234
122,418795,37,119,Aff,Max2,17,Adj,Subject37,73,2123,Gamma Octopodis 4,1,14,16,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,103,Aff,Max2,1,Adj,Subject37,62,1160,Shihaen,1,12,16,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,108,Aff,Max2,6,Adj,Subject37,51,1371,Ungeron,0.7175,4,4,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,118,Aff,Max2,16,Adj,Subject37,72,2736,Alpha Octopodis 2,1,20,16,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,104,Aff,Max2,2,Adj,Subject37,81,2409,Stogzak,0.899,10,10,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,114,Aff,Max2,12,Adj,Subject37,64,1534,Aolia,1,16,16,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,121,Aff,Max2,19,Adj,Subject37,45,1434,Beta Ovis 5,0.8383,8,8,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,115,Aff,Max2,13,Adj,Subject37,50,1188,Hiphides,0.7813,6,6,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,107,Aff,Max2,5,Adj,Subject37,52,1569,Chalea,1,18,16,0,0.45,7.3,2.35,D,6,Max,0.5599,1
122,418795,37,102,Aff,Max2,0,Adj,Subject37,59,3678,Zegnir,0.6305,2,2,0,0.45,7.3,2.35,D,6,Max,0.5599,1
123,418796,109,144,Aff,MinMax2,2,Adj,Subject109,82,14636,Karath,1,19,18.5,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,158,Aff,MinMax2,16,Adj,Subject109,72,2396,Alpha Octopodis 1,0.6035,9,9,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,151,Aff,MinMax2,9,Adj,Subject109,73,51295,Mounov,0.8971,15,15,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,159,Aff,MinMax2,17,Adj,Subject109,100,1345,Gamma Octopodis 3,0,5,3,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,156,Aff,MinMax2,14,Adj,Subject109,100,477,Alpha Nivis 1,0.4548,7,7,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,161,Aff,MinMax2,19,Adj,Subject109,70,89470,Beta Ovis 4,0.7129,11,11,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,150,Aff,MinMax2,8,Adj,Subject109,45,3020,Bogophus,0.807,13,13,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,160,Aff,MinMax2,18,Adj,Subject109,52,597,Nu Anatis 1,0,3,3,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,152,Aff,MinMax2,10,Adj,Subject109,62,976,Zomia P,0,1,3,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,148,Aff,MinMax2,6,Adj,Subject109,62,663,Chypso 652,1,17,18.5,0.25,0.2,2.94,1.36,C,7,MinMax,0,1
123,418796,109,11,Neg,Max1,9,absolutelyAdj,Subject109,89,1835,Mounov,0.8087,8,8,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,17,Neg,Max1,15,absolutelyAdj,Subject109,42,1250,Beta Arboris 3,0.9419,14,14,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,14,Neg,Max1,12,absolutelyAdj,Subject109,100,2094,Cigiri,0.9055,12,12,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,9,Neg,Max1,7,absolutelyAdj,Subject109,65,2018,Uzade,0.8617,10,10,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,18,Neg,Max1,16,absolutelyAdj,Subject109,65,431938,Alpha Octopodis 1,0.9939,18,18,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,10,Neg,Max1,8,absolutelyAdj,Subject109,90,378,Bogophus,0.6564,4,4,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,15,Neg,Max1,13,absolutelyAdj,Subject109,87,892,Dreron,1,20,19.5,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,7,Neg,Max1,5,absolutelyAdj,Subject109,91,754,Serth 0I96,0.7428,6,6,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,12,Neg,Max1,10,absolutelyAdj,Subject109,47,837,Zomia P,0.5279,2,2,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,8,Neg,Max1,6,absolutelyAdj,Subject109,48,959,Chypso 652,0.9716,16,16,0,0.1,2.98,0.77,C,2,Max,0.4226,1
123,418796,109,89,Neg,Relative1,7,veryAdj,Subject109,48,718,Xuagantu,0.5161,14,14,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,83,Neg,Relative1,1,veryAdj,Subject109,84,622,Chelkot,0.6469,20,20,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,87,Neg,Relative1,5,veryAdj,Subject109,71,555,Milastea,0.332,2,2,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,82,Neg,Relative1,0,veryAdj,Subject109,71,739,Scravvix,0.5846,18,18,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,90,Neg,Relative1,8,veryAdj,Subject109,71,790,Kuthides,0.4629,10,10,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,97,Neg,Relative1,15,veryAdj,Subject109,100,1739,Alpha Nivis 3,0.376,4,4,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,99,Neg,Relative1,17,veryAdj,Subject109,88,720,Beta Octopodis 1,0.5466,16,16,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,92,Neg,Relative1,10,veryAdj,Subject109,49,568,Sibiphus,0.4889,12,12,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,100,Neg,Relative1,18,veryAdj,Subject109,53,847,Beta Anatis 1,0.4367,8,8,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,98,Neg,Relative1,16,veryAdj,Subject109,81,1983,Delta Arboris 1,0.4086,6,6,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,75,Neg,Min1,13,quiteAdj,Subject109,100,1100,Tholla D1,0.7272,20,20,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,76,Neg,Min1,14,quiteAdj,Subject109,79,1619,Cara 80,0,2,3,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,69,Neg,Min1,7,quiteAdj,Subject109,63,823,Core I9U,0.2877,14,14,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,66,Neg,Min1,4,quiteAdj,Subject109,94,1185,Azinides,0,4,3,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,68,Neg,Min1,6,quiteAdj,Subject109,89,1356,Cronoe SDRW,0.5273,18,18,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,72,Neg,Min1,10,quiteAdj,Subject109,62,1531,Dimavis,0.1257,10,10,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,63,Neg,Min1,1,quiteAdj,Subject109,47,686,Stugvath,0.0629,8,8,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,64,Neg,Min1,2,quiteAdj,Subject109,73,638,Fankroth,0.3932,16,16,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,77,Neg,Min1,15,quiteAdj,Subject109,100,332,Beta Nivis 1,0.2,12,12,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,71,Neg,Min1,9,quiteAdj,Subject109,76,1481,Anvone,0.0128,6,6,0.25,0,0.83,1.94,B,1,Min,0,0.7272
123,418796,109,46,Neg,MinMax1,4,extremelyAdj,Subject109,43,1934,Hobbuna,0.8297,14,14,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,61,Neg,MinMax1,19,extremelyAdj,Subject109,55,1183,Beta Ovis 5,0.0653,6,6,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,52,Neg,MinMax1,10,extremelyAdj,Subject109,73,1332,Viuq 5v,0,2,3,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,48,Neg,MinMax1,6,extremelyAdj,Subject109,29,1401,Ungeron,1,18,18.5,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,50,Neg,MinMax1,8,extremelyAdj,Subject109,81,1685,Enrephus,0.4661,10,10,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,45,Neg,MinMax1,3,extremelyAdj,Subject109,75,1442,Virtokh,0.967,16,16,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,42,Neg,MinMax1,0,extremelyAdj,Subject109,80,1360,Zegnir,1,20,18.5,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,51,Neg,MinMax1,9,extremelyAdj,Subject109,69,1503,Ipra,0.2646,8,8,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,55,Neg,MinMax1,13,extremelyAdj,Subject109,69,173,Hiphides,0.6576,12,12,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,60,Neg,MinMax1,18,extremelyAdj,Subject109,85,670,Nu Anatis 2,0,4,3,0.25,0.2,0.91,0.76,D,3,MinMax,0,1
123,418796,109,137,Neg,Max2,15,Adj,Subject109,63,1907,Beta Nivis 1,0.7746,10,10,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,139,Neg,Max2,17,Adj,Subject109,25,1045,Beta Octopodis 4,0.4401,4,4,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,141,Neg,Max2,19,Adj,Subject109,25,626,Alpha Ovis 2,1,20,17.5,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,122,Neg,Max2,0,Adj,Subject109,14,757,Eello,0.6736,8,8,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,140,Neg,Max2,18,Adj,Subject109,82,2040,Delta Anatis 2,0.9644,14,14,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,127,Neg,Max2,5,Adj,Subject109,74,1954,Dagua 98,1,16,17.5,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,134,Neg,Max2,12,Adj,Subject109,63,1709,Tholla D0,1,18,17.5,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,124,Neg,Max2,2,Adj,Subject109,68,1676,Fankroth,0.289,2,2,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,128,Neg,Max2,6,Adj,Subject109,72,992,Cronoe SDRW,0.564,6,6,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,138,Neg,Max2,16,Adj,Subject109,10,488,Delta Arboris 2,0.8703,12,12,0,0.3,1.67,1.07,B,6,Max,0.1902,1
123,418796,109,88,Aff,Relative1,6,veryAdj,Subject109,83,1436,Chogeshan,0.4499,9,9,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,91,Aff,Relative1,9,veryAdj,Subject109,52,1921,Ophyria,0.61,19,19,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,95,Aff,Relative1,13,veryAdj,Subject109,85,816,Iabos,0.5308,15,15,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,84,Aff,Relative1,2,veryAdj,Subject109,100,417,Uzil,0.4758,11,11,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,86,Aff,Relative1,4,veryAdj,Subject109,79,1197,Gevaestea,0.5642,17,17,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,101,Aff,Relative1,19,veryAdj,Subject109,79,312,Alpha Ovis 1,0.3931,5,5,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,93,Aff,Relative1,11,veryAdj,Subject109,57,581,Edreorus,0.5022,13,13,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,94,Aff,Relative1,12,veryAdj,Subject109,78,1179,Phagus DBHJ,0.297,1,1,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,85,Aff,Relative1,3,veryAdj,Subject109,77,180,Scinkel,0.423,7,7,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,96,Aff,Relative1,14,veryAdj,Subject109,50,176223,Moitune,0.3563,3,3,0,0,10.21,11.5,A,0,Relative,0.297,0.6469
123,418796,109,110,Aff,Min2,8,Adj,Subject109,100,297,Kuthides,0.4676,19,19,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,108,Aff,Min2,6,Adj,Subject109,89,1739,Chogeshan,0.2458,13,13,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,112,Aff,Min2,10,Adj,Subject109,79,1454,Sibiphus,0,5,3,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,107,Aff,Min2,5,Adj,Subject109,41,678,Milastea,0.1939,11,11,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,114,Aff,Min2,12,Adj,Subject109,64,292,Phagus DBHJ,0.303,15,15,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,106,Aff,Min2,4,Adj,Subject109,98,531,Gevaestea,0.3715,17,17,0.25,0,1.87,5,A,5,Min,0,0.5453
123,418796,109,109,Aff,Min2,7,Adj,Subject109,86,659,Xuagantu,0,1,3,0.25,0,1.87,5,A,5,Min,0,0.5453
